"initial_alias","converted_alias","name","description","namespace"
"ZNF37A","ENSG00000075407","ZNF37A","zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"KAAG1","ENSG00000146049","KAAG1","kidney associated DCDC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:21031]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"BMF","ENSG00000104081","BMF","Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OPN5","ENSG00000124818","OPN5","opsin 5 [Source:HGNC Symbol;Acc:HGNC:19992]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL36B","ENSG00000136696","IL36B","interleukin 36 beta [Source:HGNC Symbol;Acc:HGNC:15564]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTF2A1L","ENSG00000242441","GTF2A1L","general transcription factor IIA subunit 1 like [Source:HGNC Symbol;Acc:HGNC:30727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHRDL1","ENSG00000101938","CHRDL1","chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LYRM7","ENSG00000186687","LYRM7","LYR motif containing 7 [Source:HGNC Symbol;Acc:HGNC:28072]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHCT1","ENSG00000141371","CHCT1","CHD1 helical C-terminal domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26990]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT6A","ENSG00000205420","KRT6A","keratin 6A [Source:HGNC Symbol;Acc:HGNC:6443]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT6B","ENSG00000185479","KRT6B","keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT6C","ENSG00000170465","KRT6C","keratin 6C [Source:HGNC Symbol;Acc:HGNC:20406]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPMAP2","ENSG00000105549","SPMAP2","sperm microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13706]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYCBPAP","ENSG00000136449","MYCBPAP","MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRPV3","ENSG00000167723","TRPV3","transient receptor potential cation channel subfamily V member 3 [Source:HGNC Symbol;Acc:HGNC:18084]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DYNC2LI1","ENSG00000138036","DYNC2LI1","dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALOX12","ENSG00000108839","ALOX12","arachidonate 12-lipoxygenase, 12S type [Source:HGNC Symbol;Acc:HGNC:429]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COG8","ENSG00000213380","COG8","component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"PCP2","ENSG00000174788","PCP2","Purkinje cell protein 2 [Source:HGNC Symbol;Acc:HGNC:30209]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR4F4","ENSG00000177693","OR4F4","olfactory receptor family 4 subfamily F member 4 [Source:HGNC Symbol;Acc:HGNC:8301]","GENECARDS,HGNC,UNIPROT_GN"
"OR4F17","ENSG00000176695","OR4F17","olfactory receptor family 4 subfamily F member 17 [Source:HGNC Symbol;Acc:HGNC:15381]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD1E","ENSG00000158488","CD1E","CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREG2","ENSG00000175874","CREG2","cellular repressor of E1A stimulated genes 2 [Source:HGNC Symbol;Acc:HGNC:14272]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNGB3","ENSG00000170289","CNGB3","cyclic nucleotide gated channel subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:2153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAP1","ENSG00000173805","HAP1","huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RFX6","ENSG00000185002","RFX6","regulatory factor X6 [Source:HGNC Symbol;Acc:HGNC:21478]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMPRSS11E","ENSG00000087128","TMPRSS11E","transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFYVE19","ENSG00000166140","ZFYVE19","zinc finger FYVE-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20758]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALLC","ENSG00000151360","ALLC","allantoicase [Source:HGNC Symbol;Acc:HGNC:17377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"RAD17","ENSG00000152942","RAD17","RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC140","ENSG00000163081","CCDC140","CCDC140 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:26514]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"QRICH2","ENSG00000129646","QRICH2","glutamine rich 2 [Source:HGNC Symbol;Acc:HGNC:25326]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAMDC4","ENSG00000177943","MAMDC4","MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XAGE2","ENSG00000155622","XAGE2","X antigen family member 2 [Source:HGNC Symbol;Acc:HGNC:4112]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"TSPAN15","ENSG00000099282","TSPAN15","tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MITF","ENSG00000187098","MITF","melanocyte inducing transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NME2","ENSG00000243678","NME2","NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"PPP2R5D","ENSG00000112640","PPP2R5D","protein phosphatase 2 regulatory subunit B'delta [Source:HGNC Symbol;Acc:HGNC:9312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRC39","ENSG00000122477","LRRC39","leucine rich repeat containing 39 [Source:HGNC Symbol;Acc:HGNC:28228]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"CFAP141","ENSG00000163263","CFAP141","cilia and flagella associated protein 141 [Source:HGNC Symbol;Acc:HGNC:32305]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR3A3","ENSG00000159961","OR3A3","olfactory receptor family 3 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:8284]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAPPC1","ENSG00000170043","TRAPPC1","trafficking protein particle complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR5M11","ENSG00000255223","OR5M11","olfactory receptor family 5 subfamily M member 11 [Source:HGNC Symbol;Acc:HGNC:15291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBN2","ENSG00000138829","FBN2","fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC6A19","ENSG00000174358","SLC6A19","solute carrier family 6 member 19 [Source:HGNC Symbol;Acc:HGNC:27960]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARPP21","ENSG00000172995","ARPP21","cAMP regulated phosphoprotein 21 [Source:HGNC Symbol;Acc:HGNC:16968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBX6","ENSG00000149922","TBX6","T-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:11605]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNIH2","ENSG00000174871","CNIH2","cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MC2R","ENSG00000185231","MC2R","melanocortin 2 receptor [Source:HGNC Symbol;Acc:HGNC:6930]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CERS3","ENSG00000154227","CERS3","ceramide synthase 3 [Source:HGNC Symbol;Acc:HGNC:23752]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL57","ENSG00000173141","MRPL57","mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"CYP2F1","ENSG00000197446","CYP2F1","cytochrome P450 family 2 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:2632]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDH11X","ENSG00000099715","PCDH11Y","protocadherin 11 Y-linked [Source:HGNC Symbol;Acc:HGNC:15813]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDH11X","ENSG00000102290","PCDH11X","protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDH11Y","ENSG00000099715","PCDH11Y","protocadherin 11 Y-linked [Source:HGNC Symbol;Acc:HGNC:15813]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYL1","ENSG00000168530","MYL1","myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAS2R40","ENSG00000221937","TAS2R40","taste 2 receptor member 40 [Source:HGNC Symbol;Acc:HGNC:18885]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BICD2","ENSG00000185963","BICD2","BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSAT1","ENSG00000135069","PSAT1","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GMPPB","ENSG00000173540","GMPPB","GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIP4K2A","ENSG00000150867","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFATC2","ENSG00000101096","NFATC2","nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATF7","ENSG00000170653","ATF7","activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCAN","ENSG00000132692","BCAN","brevican [Source:HGNC Symbol;Acc:HGNC:23059]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNX1","ENSG00000028528","SNX1","sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"HSPA13","ENSG00000155304","HSPA13","heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRIT3","ENSG00000183423","LRIT3","leucine rich repeat, Ig-like and transmembrane domains 3 [Source:HGNC Symbol;Acc:HGNC:24783]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPB41L4B","ENSG00000095203","EPB41L4B","erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol;Acc:HGNC:19818]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BOLL","ENSG00000152430","BOLL","boule homolog, RNA binding protein [Source:HGNC Symbol;Acc:HGNC:14273]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPR173","ENSG00000184194","GPR173","G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIAL1","ENSG00000151923","TIAL1","TIA1 cytotoxic granule associated RNA binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11804]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTGER3","ENSG00000050628","PTGER3","prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXH1","ENSG00000160973","FOXH1","forkhead box H1 [Source:HGNC Symbol;Acc:HGNC:3814]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP8","ENSG00000064012","CASP8","caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00029","ENSG00000125514","LINC00029","long intergenic non-protein coding RNA 29 [Source:HGNC Symbol;Acc:HGNC:16184]","GENECARDS,HGNC"
"OR7A17","ENSG00000185385","OR7A17","olfactory receptor family 7 subfamily A member 17 [Source:HGNC Symbol;Acc:HGNC:8363]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C8A","ENSG00000157131","C8A","complement C8 alpha chain [Source:HGNC Symbol;Acc:HGNC:1352]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL8","ENSG00000123600","METTL8","methyltransferase 8, tRNA N3-cytidine [Source:HGNC Symbol;Acc:HGNC:25856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AXDND1","ENSG00000162779","AXDND1","axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GARIN1A","ENSG00000205085","GARIN1A","golgi associated RAB2 interactor 1A [Source:HGNC Symbol;Acc:HGNC:27998]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARL10","ENSG00000175414","ARL10","ADP ribosylation factor like GTPase 10 [Source:HGNC Symbol;Acc:HGNC:22042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL4","ENSG00000113520","IL4","interleukin 4 [Source:HGNC Symbol;Acc:HGNC:6014]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRBN","ENSG00000113851","CRBN","cereblon [Source:HGNC Symbol;Acc:HGNC:30185]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRPV1","ENSG00000196689","TRPV1","transient receptor potential cation channel subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:12716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF117","ENSG00000152926","ZNF117","zinc finger protein 117 [Source:HGNC Symbol;Acc:HGNC:12897]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMC1B","ENSG00000077935","SMC1B","structural maintenance of chromosomes 1B [Source:HGNC Symbol;Acc:HGNC:11112]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"FCGR3A","ENSG00000203747","FCGR3A","Fc gamma receptor IIIa [Source:HGNC Symbol;Acc:HGNC:3619]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNJ12","ENSG00000184185","KCNJ12","potassium inwardly rectifying channel subfamily J member 12 [Source:HGNC Symbol;Acc:HGNC:6258]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNJ18","ENSG00000260458","KCNJ18","potassium inwardly rectifying channel subfamily J member 18 [Source:HGNC Symbol;Acc:HGNC:39080]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPB41L4A","ENSG00000129595","EPB41L4A","erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GALE","ENSG00000117308","GALE","UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAS2R46","ENSG00000226761","TAS2R46","taste 2 receptor member 46 [Source:HGNC Symbol;Acc:HGNC:18877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR2M5","ENSG00000162727","OR2M5","olfactory receptor family 2 subfamily M member 5 [Source:HGNC Symbol;Acc:HGNC:19576]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"OR4L1","ENSG00000176246","OR4L1","olfactory receptor family 4 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:15356]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC21","ENSG00000168724","DNAJC21","DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRAMEF1","ENSG00000116721","PRAMEF1","PRAME family member 1 [Source:HGNC Symbol;Acc:HGNC:28840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRAMEF2","ENSG00000120952","PRAMEF2","PRAME family member 2 [Source:HGNC Symbol;Acc:HGNC:28841]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRAMEF14","ENSG00000204481","PRAMEF14","PRAME family member 14 [Source:HGNC Symbol;Acc:HGNC:13576]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF556","ENSG00000172000","ZNF556","zinc finger protein 556 [Source:HGNC Symbol;Acc:HGNC:25669]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"THRSP","ENSG00000151365","THRSP","thyroid hormone responsive [Source:HGNC Symbol;Acc:HGNC:11800]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHA7","ENSG00000135333","EPHA7","EPH receptor A7 [Source:HGNC Symbol;Acc:HGNC:3390]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR5M8","ENSG00000181371","OR5M8","olfactory receptor family 5 subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:14846]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OPRM1","ENSG00000112038","OPRM1","opioid receptor mu 1 [Source:HGNC Symbol;Acc:HGNC:8156]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLIRP-OT1","None","None","None",""
"GNMT","ENSG00000124713","GNMT","glycine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4415]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"PRDM12","ENSG00000130711","PRDM12","PR/SET domain 12 [Source:HGNC Symbol;Acc:HGNC:13997]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAMTS12","ENSG00000151388","ADAMTS12","ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF705A","ENSG00000196946","ZNF705A","zinc finger protein 705A [Source:HGNC Symbol;Acc:HGNC:32281]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF705D","ENSG00000215343","ZNF705D","zinc finger protein 705D [Source:HGNC Symbol;Acc:HGNC:33202]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTLL13","ENSG00000213471","TTLL13","tubulin tyrosine ligase like 13 [Source:HGNC Symbol;Acc:HGNC:32484]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR6K2","ENSG00000196171","OR6K2","olfactory receptor family 6 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15029]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HOXA13","ENSG00000106031","HOXA13","homeobox A13 [Source:HGNC Symbol;Acc:HGNC:5102]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGKI","ENSG00000157680","DGKI","diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB27B","ENSG00000041353","RAB27B","RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPP8","ENSG00000074603","DPP8","dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HTR3D","ENSG00000186090","HTR3D","5-hydroxytryptamine receptor 3D [Source:HGNC Symbol;Acc:HGNC:24004]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTN4RL2","ENSG00000186907","RTN4RL2","reticulon 4 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:23053]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ME3","ENSG00000151376","ME3","malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COL12A1","ENSG00000111799","COL12A1","collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDH11X","ENSG00000099715","PCDH11Y","protocadherin 11 Y-linked [Source:HGNC Symbol;Acc:HGNC:15813]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDH11X","ENSG00000102290","PCDH11X","protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALS2CL","ENSG00000178038","ALS2CL","ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","ENSG00000114867","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMARCC2","ENSG00000139613","SMARCC2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2 [Source:HGNC Symbol;Acc:HGNC:11105]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD200","ENSG00000091972","CD200","CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"TMEM215","ENSG00000188133","TMEM215","transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRLH","ENSG00000071677","PRLH","prolactin releasing hormone [Source:HGNC Symbol;Acc:HGNC:17945]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARPC2","ENSG00000163466","ARPC2","actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OAZ2","ENSG00000180304","OAZ2","ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MASP2","ENSG00000009724","MASP2","MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNASE1L1","ENSG00000013563","DNASE1L1","deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD8","ENSG00000112983","BRD8","bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUSC1","ENSG00000198680","TUSC1","tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:HGNC:31010]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC16A7","ENSG00000118596","SLC16A7","solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLD3","ENSG00000105223","PLD3","phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZAP70","ENSG00000115085","ZAP70","zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
